Group Number,Tutorial Group,Student ID,School,Name,Gender,CGPA
381,G-25,2749,EEE,Nishant Kumar,Male,4.1
381,G-25,4689,ASE,Mira Singh,Female,3.92
381,G-25,1883,CoB (NBS),Sanya Ali,Female,4.12
381,G-25,242,MAE,Eric Anderson,Male,4.22
381,G-25,4277,CEE,Ananya Reddy,Female,4.1
382,G-25,5136,SoH,Liyana Binti Mohd,Female,4.73
382,G-25,3812,CoB (NBS),Zoe Johnson,Female,4.01
382,G-25,2411,CEE,Linda Tan,Female,4.05
382,G-25,3190,SPMS,Kira Tan,Female,4.17
382,G-25,194,EEE,Shafeeq Bin Ahmad,Male,4.05
383,G-25,1980,EEE,Caleb Murphy,Male,4.11
383,G-25,829,CoB (NBS),Lydia Kim,Female,4.22
383,G-25,4935,NIE,Nancy Liu,Female,4.2
383,G-25,698,CCDS,Ronald Tan,Male,3.93
383,G-25,3804,MAE,Luna Liu,Female,4.03
384,G-25,4461,EEE,Katherine Tan,Female,4.17
384,G-25,5305,NIE,William Yip,Male,3.8
384,G-25,2566,SSS,Lydia White,Female,4.06
384,G-25,5497,EEE,Nora Wang,Female,4.23
384,G-25,5275,CEE,Min Jie Lim,Male,3.95
385,G-25,1343,SoH,Devon Tan,Male,4.08
385,G-25,3778,SPMS,Natsuki Sato,Female,4.15
385,G-25,5065,SSS,Shafika Binti Mohd,Female,4.15
385,G-25,2647,WKW SCI,Isaac Chen,Male,4.18
385,G-25,3638,SoH,Yue Ling,Female,4.09
386,G-25,1303,SoH,Fiona Wong,Female,4.22
386,G-25,2085,CoE,Kareem Shah,Male,4.05
386,G-25,2182,MAE,Nicole Lee,Female,3.9
386,G-25,2690,CoB (NBS),Maya Reddy,Female,4.14
386,G-25,3052,CEE,Jackson Adams,Male,4.15
387,G-25,675,CoB (NBS),Zheng Yang,Male,4.02
387,G-25,1188,SBS,Pooja Iyer,Female,4.03
387,G-25,3077,SSS,Disha Sharma,Female,3.91
387,G-25,4300,CoE,Eddie Kwan,Male,4.02
387,G-25,4755,MAE,Aisyah Mohd,Female,4.14
388,G-25,3958,CCDS,Natalie Ramirez,Female,4.01
388,G-25,4377,CEE,Dante Zhang,Male,4.12
388,G-25,5920,SPMS,Cathy Li,Female,4.19
388,G-25,5271,CoB (NBS),Dahlia Morales,Female,4.08
388,G-25,5066,MAE,Jason Lim,Male,4.1
389,G-25,5761,MAE,Sanjay Nair,Male,4.01
389,G-25,1062,CEE,Wei Ling,Female,4.05
389,G-25,4475,SoH,Sahara Chen,Female,3.92
389,G-25,697,EEE,Yannick Dela Cruz,Male,4.17
389,G-25,4879,CCEB,Akira Fujimoto,Female,4.03
390,G-25,2251,SSS,Meera Prasad,Female,4.2
390,G-25,1094,CoE,Daniel Wu,Male,4.06
390,G-25,1445,MAE,Giovanna Chen,Female,4.1
390,G-25,487,CoB (NBS),Adeline Ramirez,Female,4.04
390,G-25,3109,SBS,Carl Li,Male,4.09
391,G-26,2137,CCDS,Desmond Tan,Male,4.3
391,G-26,1540,CoB (NBS),Layla Evans,Female,4.02
391,G-26,5604,SoH,Eshan,Female,4.05
391,G-26,5098,ADM,Alia Bin Abd,Male,3.95
391,G-26,4490,CCDS,Sophie Chua,Female,4.15
392,G-26,2691,CCEB,Ruby Lee,Female,3.9
392,G-26,4997,MAE,Puneet Kumar,Male,4.05
392,G-26,5521,EEE,Kendra Alvarado,Female,3.91
392,G-26,1045,CCDS,Diya Singh,Female,4.09
392,G-26,3685,CoE,Rishabh Sharma,Male,4.06
393,G-26,5219,CCDS,Owen Lee,Male,4.19
393,G-26,5009,CEE,Jianjun,Female,4.2
393,G-26,3477,EEE,Jasmine Yeo,Female,3.9
393,G-26,2574,LKCMedicine,James Zhao,Male,4.27
393,G-26,3590,CoB (NBS),Kelsey Lim,Female,4.02
394,G-26,1817,LKCMedicine,Vera Kuznetsova,Female,4.13
394,G-26,574,MAE,Daphne Lim,Female,4.15
394,G-26,5094,SBS,Miki Aizawa,Female,4.0
394,G-26,3775,MSE,Ivy Tan,Female,4.19
394,G-26,4116,SoH,Yifan,Male,3.85
395,G-26,1053,EEE,Milo Zhao,Male,4.1
395,G-26,3204,CoB (NBS),Deepa Menon,Female,3.88
395,G-26,1260,CCEB,Hafsa Khan,Female,4.14
395,G-26,15,CCDS,Eric Long,Male,4.22
395,G-26,3536,MAE,Hana Chan,Female,4.2
396,G-26,1650,MAE,Siti Nurbaya,Female,4.05
396,G-26,3331,CCDS,Hugo Wang,Male,4.02
396,G-26,301,CCDS,Anita Khanna,Female,3.95
396,G-26,4127,EEE,Fatin Binti Ahmad,Female,4.2
396,G-26,3835,SoH,Jacob Wang,Male,4.26
397,G-26,47,SBS,Yuri Li,Male,4.2
397,G-26,3730,CCEB,Kazuko Nishida,Female,4.17
397,G-26,3557,CCDS,Naomi Chen,Female,4.1
397,G-26,279,EEE,Felix Liu,Male,3.95
397,G-26,5372,SBS,Riya Gupta,Female,4.03
398,G-26,1800,MAE,Fariha Binti Mohd,Female,4.15
398,G-26,2409,SPMS,Quentin Chiu,Male,4.06
398,G-26,1224,SoH,Nora Diaz,Female,3.89
398,G-26,3625,CEE,Vera Tan,Female,4.0
398,G-26,285,EEE,Ibrahim Zain,Male,4.03
399,G-26,5058,WKW SCI,Ryan Bennett,Male,4.22
399,G-26,1342,MAE,Maria Lam,Female,4.04
399,G-26,5880,MSE,Kira Yang,Female,4.03
399,G-26,233,SSS,Ferdinand Villanueva,Male,4.27
399,G-26,3765,CCDS,Aria Cook,Female,4.01
400,G-26,204,ADM,Elena Leonova,Female,4.12
400,G-26,2155,WKW SCI,Victor Black,Male,4.14
400,G-26,3254,MAE,Zoe Sanchez,Female,4.03
400,G-26,372,EEE,Hira Bukhari,Female,4.1
400,G-26,3366,CoE,Mohit Desai,Male,4.1
401,G-27,5331,CoE,Alexander Hill,Male,4.08
401,G-27,3196,CoB (NBS),Zara Bennett,Female,4.27
401,G-27,2002,SSS,Cynthia Sun,Female,4.06
401,G-27,212,SoH,Karan Joshi,Male,4.17
401,G-27,5456,CEE,Nora Wu,Female,4.01
402,G-27,1449,CCDS,Olivia Johnson,Female,4.52
402,G-27,961,CoB (NBS),Fei Hong Lim,Male,3.9
402,G-27,4880,CoB (NBS),Akira Yoshida,Female,4.15
402,G-27,5757,CoE,Sonia Bukhari,Female,4.1
402,G-27,4239,EEE,Mohammed Sadiq,Male,3.75
403,G-27,257,CCDS,Arnav Kumar,Male,3.85
403,G-27,3786,ADM,Anjali Tan,Female,4.15
403,G-27,5288,CCEB,Talia Wang,Female,4.17
403,G-27,703,CoE,Aarav Yadav,Male,4.3
403,G-27,2127,EEE,Mila Collins,Female,3.87
404,G-27,5347,LKCMedicine,Nadia Ali,Female,3.91
404,G-27,4367,MAE,Santiago Garcia,Male,3.9
404,G-27,1821,SPMS,Hannah Wang,Female,4.1
404,G-27,3702,CCDS,Mira Ng,Female,4.2
404,G-27,4904,MAE,Nicolas Zhao,Male,4.12
405,G-27,196,SPMS,Dominic Scott,Male,4.09
405,G-27,5076,EEE,Rekha Menon,Female,3.92
405,G-27,1767,SBS,Mei Xing,Female,4.09
405,G-27,3749,CoE,Jonathan Wong,Male,4.2
405,G-27,705,CCDS,Aarti Desai,Female,4.02
406,G-27,872,SBS,Aria Wilson,Female,4.07
406,G-27,2739,MSE,Jett Wu,Male,4.06
406,G-27,3387,CoB (NBS),Riley Tsai,Female,3.92
406,G-27,1232,CCEB,Liana Goh,Female,4.1
406,G-27,1122,CCDS,Vinay Bhatia,Male,4.18
407,G-27,1083,EEE,Shinji Saito,Male,4.1
407,G-27,5892,CCDS,Rhea Sharma,Female,4.19
407,G-27,1635,CEE,Minjie,Female,4.1
407,G-27,137,EEE,Lucas Ramirez,Male,4.0
407,G-27,5436,CoB (NBS),Suri Chang,Female,4.16
408,G-27,790,CCEB,Hui Chen,Female,4.19
408,G-27,3469,CCDS,Khalil Khan,Male,4.19
408,G-27,3504,MSE,Alexis Lee,Female,4.0
408,G-27,578,MAE,Sadia Awan,Female,4.02
408,G-27,2195,SPMS,Vikas Sharma,Male,3.9
409,G-27,181,CoB (NBS),Kunal Patel,Male,3.97
409,G-27,4711,ASE,Ella Young,Female,3.92
409,G-27,1844,EEE,Isabella Morris,Female,3.95
409,G-27,1773,SPMS,Daniel Baker,Male,4.15
409,G-27,3727,MAE,Zaira Binti Karim,Female,4.05
410,G-27,2259,NIE,Ella Safira,Female,4.2
410,G-27,2139,CCDS,Brody Hughes,Male,4.2
410,G-27,2022,CoB (NBS),Sana Iqbal,Female,4.02
410,G-27,3752,SSS,Tania Chan,Female,4.08
410,G-27,2166,MAE,Oscar Lee,Male,4.11
411,G-28,495,CoB (NBS),Max Chen,Male,4.09
411,G-28,4649,MAE,Nur Fatimah,Female,4.04
411,G-28,3830,CCEB,Ivy Pineda,Female,4.22
411,G-28,361,SoH,Bilal Zafar,Male,4.08
411,G-28,4780,SoH,Zoe Ali,Female,4.19
412,G-28,2080,SSS,Lily Cook,Female,4.18
412,G-28,3182,SoH,Rylan King,Male,4.05
412,G-28,4865,MSE,Chloe Wilson,Female,4.08
412,G-28,3735,CoB (NBS),Sophie Chen,Female,4.17
412,G-28,256,CCEB,Elijah Carter,Male,3.9
413,G-28,3880,CoB (NBS),Xiangrong,Male,4.1
413,G-28,1419,CCEB,Nirmala Iyer,Female,4.18
413,G-28,3879,CCEB,Camille Chen,Female,4.14
413,G-28,5579,MAE,Julian Li,Male,4.1
413,G-28,4316,CoB (NBS),Savannah Cooper,Female,4.04
414,G-28,5424,EEE,Ria Patel,Female,4.19
414,G-28,5039,MAE,Peter Harris,Male,3.88
414,G-28,3446,SoH,Lina Abdullah,Female,4.0
414,G-28,525,CoB (NBS),Stella Chang,Female,4.12
414,G-28,3297,SPMS,Aaron Huskel,Male,4.15
415,G-28,5439,CoB (NBS),Kenshin Watanabe,Male,4.02
415,G-28,1237,MAE,Aditi Sharma,Female,4.14
415,G-28,3096,EEE,Victor Andreyev,Male,4.12
415,G-28,4827,WKW SCI,Liam Lewis,Male,4.17
415,G-28,1771,CoB (NBS),Asha Binti,Female,4.11
416,G-28,5490,CoE,Alana Tan,Female,4.0
416,G-28,2738,ASE,Mark Johnson,Male,4.18
416,G-28,5256,SSS,Sergio Moreno,Male,4.03
416,G-28,498,CoB (NBS),Emma Hall,Female,3.88
416,G-28,725,SPMS,Eddie Cheung,Male,4.02
417,G-28,2705,MAE,Ming Feng Tan,Male,4.05
417,G-28,5186,SoH,Rong Liu,Female,4.02
417,G-28,1477,CoB (NBS),Nina Chang,Female,3.88
417,G-28,524,CCDS,Xander Lawson,Male,4.26
417,G-28,2429,CCEB,Misha Devi,Female,4.14
418,G-28,4004,EEE,Neela Nair,Female,4.2
418,G-28,5958,CEE,Sebastian Wright,Male,4.0
418,G-28,2565,CoB (NBS),Priya Patel,Female,3.86
418,G-28,2035,CCEB,Madison Reed,Female,4.1
418,G-28,859,CoB (NBS),Raymond Ho,Male,4.02
419,G-28,5731,MAE,Oliver Wong,Male,4.01
419,G-28,4313,CCEB,Aubrey Morgan,Female,3.9
419,G-28,4358,SoH,Mason Reyes,Male,3.92
419,G-28,3156,CoB (NBS),Arif Hussain,Male,4.1
419,G-28,772,SSS,Nazia Rehman,Female,4.06
420,G-28,4789,ADM,Rashidah Binti Ibrahim,Female,4.2
420,G-28,1320,EEE,Steve Lau,Male,4.01
420,G-28,5601,CoB (NBS),Alia Khan,Female,4.14
420,G-28,2518,SSS,Lian Tan,Female,4.2
420,G-28,1413,SPMS,Zach Lim,Male,4.02
421,G-29,5164,SSS,Yong Jie,Male,4.12
421,G-29,1290,EEE,Huanqing,Female,4.05
421,G-29,4734,WKW SCI,Surya Kumar,Male,4.1
421,G-29,823,CoB (NBS),Tobias Tan,Male,4.03
421,G-29,4339,SSS,Janelle Tan,Female,4.0
422,G-29,857,ASE,Lucy Barnes,Female,3.9
422,G-29,2526,CoB (NBS),Xander Lee,Male,4.12
422,G-29,5323,MAE,Sadia Khan,Female,4.52
422,G-29,4528,SSS,Nurul Hani,Female,4.1
422,G-29,4031,SBS,Silas Tan,Male,4.06
423,G-29,4399,EEE,Jamal Karim,Male,4.19
423,G-29,4286,LKCMedicine,Evelyn Green,Female,4.27
423,G-29,929,CoB (NBS),Poppy Smith,Female,4.27
423,G-29,3124,CoB (NBS),Jason Lim,Male,4.09
423,G-29,367,SBS,Avery Wilson,Female,4.11
424,G-29,4451,CCDS,Kiran Tiwari,Female,3.9
424,G-29,5614,SPMS,Faris Bin Mohd,Male,4.15
424,G-29,2596,EEE,Madison Gray,Female,4.03
424,G-29,213,CoB (NBS),Ananya Sharma,Female,4.18
424,G-29,2548,MAE,Panshi,Male,4.18
425,G-29,1488,SBS,Raymond Smith,Male,4.18
425,G-29,1104,CoE,Nisha Singh,Female,4.01
425,G-29,1197,EEE,Rahul Reddy,Male,4.05
425,G-29,1959,NIE,Elias Carter,Male,3.95
425,G-29,1823,CoB (NBS),Aria Lim,Female,4.04
426,G-29,2844,CCDS,Ritika Bansal,Female,4.03
426,G-29,2965,SBS,Ethan Young,Male,4.2
426,G-29,1515,CoB (NBS),Tianming,Male,3.8
426,G-29,5389,CoE,Skylar Tan,Female,4.15
426,G-29,1525,LKCMedicine,Brayden Adams,Male,4.04
427,G-29,4854,SoH,Shahid Raza,Male,4.03
427,G-29,3311,SBS,Riya Tan,Female,4.1
427,G-29,2692,SSS,Nadia Cahyani,Female,4.15
427,G-29,496,CCDS,Zachary Price,Male,3.91
427,G-29,2733,CoB (NBS),Christina Tan,Female,4.2
428,G-29,2194,SoH,Maya Li,Female,4.09
428,G-29,942,EEE,Hao Xun,Male,3.96
428,G-29,4661,SPMS,Jasper Zhang,Male,4.15
428,G-29,2216,CoB (NBS),Alisha Iyer,Female,4.13
428,G-29,5895,EEE,Kai Ren Ng,Male,4.1
429,G-29,3278,WKW SCI,Nadeem Ali,Male,4.04
429,G-29,3307,SSS,Eva Wang,Female,4.09
429,G-29,729,EEE,Rongwei,Male,4.09
429,G-29,2081,CoE,Xiao Jun,Male,4.02
429,G-29,3347,WKW SCI,Kelly Ng,Female,4.06
430,G-29,2772,EEE,Alyssa Carter,Female,3.97
430,G-29,4026,CoB (NBS),Shanwei,Male,3.9
430,G-29,2829,SBS,Gemma Jenkins,Female,4.09
430,G-29,202,CoE,Kimberly Lim,Female,4.18
430,G-29,5742,NIE,Joshua Murphy,Male,4.11
431,G-3,5580,SSS,Wei Fang,Male,4.12
431,G-3,585,SoH,Naina Kapoor,Female,4.12
431,G-3,2764,CEE,Maya Patel,Female,4.09
431,G-3,1054,WKW SCI,Zeeshan Iqbal,Male,4.06
431,G-3,650,SPMS,Olivia Goh,Female,4.15
432,G-3,668,EEE,Riya Desai,Female,4.08
432,G-3,3237,SPMS,Tomi Budi,Male,4.05
432,G-3,2098,SoH,Zhen Yu,Male,4.09
432,G-3,341,CCDS,Cecilia Chen,Female,4.03
432,G-3,3028,CEE,Hunter Green,Male,4.97
433,G-3,4723,CoE,Asher Brown,Male,4.15
433,G-3,3405,CoB (NBS),Nadia Noor,Female,4.03
433,G-3,3463,MAE,Felix Tsang,Male,4.0
433,G-3,4291,CEE,Ethan Lee,Male,4.02
433,G-3,584,CCEB,Ella Cheung,Female,4.1
434,G-3,1474,CEE,Riya Shah,Female,4.09
434,G-3,1710,CoE,Mansoor Aslam,Male,3.95
434,G-3,5989,EEE,Rachel Ong,Female,3.96
434,G-3,5379,WKW SCI,Gita Saputra,Female,4.15
434,G-3,1648,MAE,Benjamin Hernandez,Male,4.79
435,G-3,2124,CCDS,Keith Tan,Male,3.96
435,G-3,2680,MAE,Nida Waseem,Female,4.0
435,G-3,2701,CEE,Nguyen Van Tam,Male,4.18
435,G-3,1144,MSE,Gabriel Wood,Male,4.22
435,G-3,4981,EEE,Aditi Bhatia,Female,4.1
436,G-3,1242,CCEB,Qing Li,Female,4.01
436,G-3,2119,EEE,Khairul Anuar Bin Mohd,Male,4.05
436,G-3,5730,EEE,Qing Zhao,Male,4.11
436,G-3,3569,MAE,Neha Sharma,Female,3.86
436,G-3,1782,CCDS,Harvey Smith,Male,4.05
437,G-3,3409,CCDS,Milo Tan,Male,4.17
437,G-3,26,WKW SCI,Autumn Diaz,Female,4.03
437,G-3,1314,CCDS,Nashit Bhatia,Male,4.22
437,G-3,5842,EEE,Harvey Tan,Male,4.1
437,G-3,3612,CoB (NBS),Maya Zhang,Female,3.9
438,G-3,310,SSS,Zeeshan Bukhari,Female,4.17
438,G-3,2746,CoE,Xuan Zhang,Male,4.2
438,G-3,1947,MAE,Keira Lee,Female,3.94
438,G-3,4764,EEE,Evelyn Wong,Female,3.85
438,G-3,3418,CoB (NBS),Kobe Alexander,Male,4.02
439,G-3,3414,CoB (NBS),Keng Tan,Male,4.15
439,G-3,5187,CoB (NBS),Rita Rani,Female,4.05
439,G-3,3152,CEE,Lily Zhou,Female,4.2
439,G-3,3296,MAE,Christian Ward,Male,4.11
439,G-3,1693,SoH,Jasmine Sari,Female,4.05
440,G-3,3045,EEE,Jing Xuan,Female,4.03
440,G-3,2061,CCDS,Leo Li,Male,4.15
440,G-3,3740,ADM,Zuri Lin,Female,4.02
440,G-3,5781,MAE,Hina Bhatia,Female,4.15
440,G-3,2121,MSE,Jianli,Male,4.2
441,G-30,2589,CCDS,Anthony Hughes,Male,4.04
441,G-30,5177,MSE,Huma Malik,Female,4.22
441,G-30,197,EEE,Vivian Tan,Female,4.07
441,G-30,4237,CoB (NBS),Mason Wong,Male,4.08
441,G-30,3675,CCDS,Lian Xu,Female,4.11
442,G-30,4984,CEE,Ayesha Binti Rahman,Female,4.25
442,G-30,3795,CCDS,Jing Wei,Male,4.02
442,G-30,1628,MAE,Anushka Mehra,Female,4.17
442,G-30,3567,SSS,Sofia Ramirez,Female,4.02
442,G-30,3553,LKCMedicine,Colton Huang,Male,3.88
443,G-30,874,MAE,Owais Bukhari,Male,3.96
443,G-30,3162,CEE,Mi-kyung Han,Female,4.52
443,G-30,383,SSS,Roxanne Chan,Female,4.19
443,G-30,50,EEE,Nida Malik,Male,4.12
443,G-30,165,SoH,Xena Wong,Female,4.12
444,G-30,1873,SoH,Rhea Reddy,Female,4.15
444,G-30,3149,MAE,Keshav Yadav,Male,4.01
444,G-30,636,EEE,Areeba Bukhari,Female,4.02
444,G-30,5494,SSS,Sania Malik,Female,4.21
444,G-30,5915,SPMS,Mason Smith,Male,3.88
445,G-30,5752,CCDS,Kieran Wu,Male,4.08
445,G-30,1164,SoH,Huma Qureshi,Female,3.91
445,G-30,1592,SBS,Patricia White,Female,4.2
445,G-30,2096,NIE,Seng Hua Lim,Male,4.02
445,G-30,4596,MAE,Siti Zulaikha Binti Rahim,Female,4.1
446,G-30,167,SPMS,Nurul Farah,Female,3.85
446,G-30,946,WKW SCI,Jack Martin,Male,4.2
446,G-30,4973,MAE,James Bailey,Male,4.07
446,G-30,1347,MAE,Ananya Nair,Female,4.01
446,G-30,3444,SBS,Kunal Tan,Male,4.15
447,G-30,2448,CoE,Han Song Lim,Male,4.2
447,G-30,2931,MAE,Maisie Lee,Female,4.11
447,G-30,4440,SSS,Elijah Wong,Male,4.01
447,G-30,422,CoB (NBS),Riley Johnson,Male,4.19
447,G-30,3828,CCEB,Kelly Lee,Female,4.15
448,G-30,4408,CCDS,Biaochun,Female,4.0
448,G-30,3269,CoE,Dylan Nguyen,Male,4.18
448,G-30,3647,CCEB,Gavin Walker,Male,3.97
448,G-30,5702,NIE,Harriet Rivera,Female,4.22
448,G-30,3517,SBS,Brandon Lee,Male,4.14
449,G-30,2677,CoE,Thomas Collins,Male,4.18
449,G-30,531,CoB (NBS),Ava King,Female,4.2
449,G-30,5176,MAE,Xiao Chen,Male,4.11
449,G-30,5279,EEE,Trevor Lim,Male,4.03
449,G-30,244,SSS,Atsuko Taniguchi,Female,3.91
450,G-30,5678,CCDS,Aadhya Reddy,Female,3.9
450,G-30,2537,CCDS,Michael Brown,Male,4.01
450,G-30,81,MAE,Kieran Lewis,Male,4.22
450,G-30,814,SSS,Jasmine Ng,Female,4.2
450,G-30,2942,MAE,Kai Li,Male,4.26
451,G-31,2706,CoB (NBS),Kamran Ahmed,Male,4.03
451,G-31,752,SBS,Sophie Chiu,Female,4.09
451,G-31,3976,CoB (NBS),Aarohi Verma,Female,4.12
451,G-31,514,EEE,Gabriel Edwards,Male,4.19
451,G-31,5474,CoB (NBS),Samara Khan,Female,4.22
452,G-31,5171,CoB (NBS),Peyton Bell,Female,4.25
452,G-31,325,MAE,Kenta Yamada,Male,4.05
452,G-31,1818,CCEB,Megan Sari,Female,4.15
452,G-31,4887,CCDS,Cathy Tan,Female,4.15
452,G-31,5774,NIE,Imran Ashraf,Male,3.85
453,G-31,4294,CCDS,Vikas Yadav,Male,4.16
453,G-31,365,CoB (NBS),Chloe Torres,Female,4.09
453,G-31,3,SBS,Isaac Liu,Male,3.9
453,G-31,4421,SoH,Ryder Li,Male,4.15
453,G-31,2431,CCEB,Ella Gonzalez,Female,3.92
454,G-31,69,CEE,Suhana Bhat,Female,4.79
454,G-31,4603,CCDS,Henry Tsang,Male,4.02
454,G-31,3649,CoB (NBS),Damon Wu,Male,4.08
454,G-31,4502,SBS,Hailey Lin,Female,3.88
454,G-31,3672,CoB (NBS),Toni Agustian,Male,4.1
455,G-31,3919,CCDS,Zain Bin Ali,Male,4.1
455,G-31,2555,SBS,Kavya Singh,Female,4.14
455,G-31,236,EEE,Mika Sato,Female,4.19
455,G-31,2459,CCEB,Bodhi Chen,Male,4.02
455,G-31,190,CCDS,Hana Binti Mohd,Female,4.0
456,G-31,629,MSE,Jessica Lim,Female,4.16
456,G-31,1172,NIE,Liam Rivera,Male,3.91
456,G-31,169,EEE,Moe Yamashita,Female,4.19
456,G-31,2277,CCDS,Olive Wang,Female,4.22
456,G-31,2225,MAE,Toby Lim,Male,3.95
457,G-31,3987,CoB (NBS),Harish Kumar,Male,4.19
457,G-31,3959,CEE,Vivian Cooper,Female,3.89
457,G-31,5864,SoH,Landon Parker,Male,4.16
457,G-31,4149,EEE,Sora Inoue,Male,4.2
457,G-31,5700,SBS,Bina Patel,Female,4.27
458,G-31,1709,EEE,Anjali Rao,Female,4.01
458,G-31,2890,ASE,Ryan Baker,Male,4.06
458,G-31,2787,MAE,Lina Binti Zain,Female,4.2
458,G-31,4640,CoB (NBS),Siti Sarah,Female,4.2
458,G-31,5675,WKW SCI,Boris Mikhailov,Male,3.87
459,G-31,4190,CoB (NBS),Dustin Young,Male,4.14
459,G-31,5360,EEE,Vania Alonzo,Female,4.05
459,G-31,2809,ASE,Logan Wong,Male,4.08
459,G-31,5168,SPMS,Gideon Hayes,Male,4.15
459,G-31,5222,CoB (NBS),Claire Tan,Female,4.06
460,G-31,5783,MAE,Maya Rajan,Female,4.02
460,G-31,336,EEE,Arjun Singh,Male,4.0
460,G-31,5309,EEE,Deepak Nair,Male,4.13
460,G-31,5310,SBS,Jasmine Chen,Female,4.25
460,G-31,2652,CCDS,Elijah Lewis,Male,4.27
461,G-32,2410,SPMS,Rylan Cooper,Male,4.1
461,G-32,802,CoB (NBS),Xue Chen,Female,4.02
461,G-32,1255,MSE,Uli Agustin,Female,4.1
461,G-32,3610,CEE,Caleb Nelson,Male,4.14
461,G-32,736,SSS,Lorelei Chen,Female,4.06
462,G-32,868,SSS,Rida Bukhari,Female,4.2
462,G-32,5956,WKW SCI,Cheng Yuan,Male,4.03
462,G-32,5289,CCEB,Cynthia Chan,Female,4.17
462,G-32,2944,SSS,Sara Lim,Female,4.05
462,G-32,2637,SoH,Derek Chen,Male,4.22
463,G-32,2167,CCDS,Kanghao,Male,4.1
463,G-32,4437,EEE,Fatima Binti Rahim,Female,4.06
463,G-32,2648,MAE,Nisa Tan,Female,4.14
463,G-32,5143,CEE,Kien Vo,Male,4.09
463,G-32,5559,CoB (NBS),Naina Noor,Female,4.16
464,G-32,1349,SSS,Hua Lin,Female,3.95
464,G-32,2814,SoH,Omer Javed,Male,4.03
464,G-32,4841,MAE,Anya Iyer,Female,4.14
464,G-32,4094,CoB (NBS),Isla Ross,Female,4.09
464,G-32,3716,LKCMedicine,Sergey Fedorov,Male,4.01
465,G-32,2180,EEE,Anthony Stewart,Male,4.1
465,G-32,1285,MAE,Xingyu,Female,4.2
465,G-32,909,CoB (NBS),Yang Chen,Male,4.01
465,G-32,4978,CoE,Igor Petrov,Male,4.11
465,G-32,4206,CCEB,Addison Ward,Female,4.18
466,G-32,5410,CoB (NBS),Ying Xiu,Female,4.19
466,G-32,1919,EEE,Hao Chen,Male,4.03
466,G-32,3259,SPMS,Amira Rahman,Female,4.11
466,G-32,2983,LKCMedicine,Yani Tan,Female,4.11
466,G-32,1684,NIE,Mason Carter,Male,4.02
467,G-32,182,CCEB,Colton Ross,Male,4.03
467,G-32,5556,CEE,Yuki Mori,Female,4.02
467,G-32,102,SSS,Hector Mendoza,Male,4.06
467,G-32,3157,EEE,Dingqi,Male,4.3
467,G-32,1715,CCEB,Sabrina Wong,Female,4.01
468,G-32,7,CoB (NBS),Sophie Allen,Female,4.16
468,G-32,3810,MAE,Nicholas Tan,Male,3.95
468,G-32,2054,CEE,Xiaofang,Male,3.85
468,G-32,3713,CCDS,Selene Tsai,Female,4.2
468,G-32,981,SPMS,Leonardo Wu,Male,4.19
469,G-32,2442,CCEB,Derek Wilson,Male,4.14
469,G-32,1721,SBS,Aisya Binti Azhar,Female,3.85
469,G-32,4958,CoB (NBS),Ryan Turner,Male,4.0
469,G-32,2191,SPMS,Oliver Reed,Male,4.05
469,G-32,4660,SoH,Mina Lim,Female,4.2
470,G-32,240,CoB (NBS),Aditi Suresh,Female,4.03
470,G-32,1097,EEE,Shubham Prakash,Male,4.15
470,G-32,3365,SPMS,Yasmin Cruz,Female,4.26
470,G-32,4765,CCEB,Nora Hall,Female,3.94
470,G-32,4463,EEE,Alvin Khor,Male,3.9
471,G-33,1876,CoB (NBS),Jonas Li,Male,4.19
471,G-33,2855,SoH,Maya Teo,Female,4.25
471,G-33,645,SBS,Xinyi Lim,Female,4.15
471,G-33,4194,EEE,Jin Hui,Male,4.09
471,G-33,1675,CCDS,Mina Qiu,Female,4.03
472,G-33,32,SSS,Sophie Ong,Female,4.02
472,G-33,3198,MAE,Raymond Tan,Male,4.22
472,G-33,3618,CoB (NBS),Mila Perez,Female,4.19
472,G-33,3399,CCDS,Bunga Melati,Female,4.15
472,G-33,1434,CEE,Wira Bin Fadli,Male,3.85
473,G-33,1423,CCDS,Nandan Yadav,Male,4.2
473,G-33,1148,CCEB,Rebecca Chen,Female,4.02
473,G-33,1431,MSE,Lucy Rogers,Female,4.26
473,G-33,4081,EEE,Liam Collins,Male,4.05
473,G-33,3161,CoB (NBS),Neela Kaur,Female,4.14
474,G-33,4754,CEE,Yu Chen,Female,3.89
474,G-33,2911,CoB (NBS),Liang Wei,Male,4.08
474,G-33,553,SoH,Lola Lee,Female,4.15
474,G-33,5421,WKW SCI,Sophie Lee,Female,3.92
474,G-33,5927,NIE,Liang Zhao,Male,4.22
475,G-33,1552,CCDS,Dylan Richardson,Male,4.22
475,G-33,1748,CCEB,Maya Shankar,Female,4.19
475,G-33,5069,CCEB,Yuan Li,Female,4.15
475,G-33,1937,EEE,Maverick Brown,Male,4.12
475,G-33,19,CoB (NBS),Maya Sarin,Female,4.03
476,G-33,4690,SoH,Fengxiu,Female,4.15
476,G-33,4777,EEE,Amir Bin Jamal,Male,4.1
476,G-33,1059,CCDS,Eleanor Scott,Female,3.9
476,G-33,3594,CoB (NBS),Luna Zhao,Female,4.52
476,G-33,3777,SSS,Isaac Robinson,Male,4.02
477,G-33,2382,MSE,Aashir Khan,Male,4.08
